	ECAH1	ECAH2	ECAH3	P2_a	P2_b	P2_c	ECG1	ECG2	ECG3	ORAPG1	ORAPG2	ORAPG3	P3_a	P3_b	P3_c
Pocillopora_acuta_HIv2___TS.g13364.t1	17	11	11	14	27	20	18	11	18	17	8	18	29	26	20
Pocillopora_acuta_HIv2___TS.g13369.t1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13374.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13383.t1a	3	0	0	1	0	1	0	0	0	0	0	0	3	1	4
Pocillopora_acuta_HIv2___TS.g13383.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13394.t1	22	11	22	6	17	13	9	7	15	11	14	13	23	22	23
Pocillopora_acuta_HIv2___TS.g1340.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1340.t1b	121	89	71	479	630	366	49	52	61	64	52	43	400	313	500
Pocillopora_acuta_HIv2___TS.g13402.t1	8	7	8	9	7	9	2	5	3	3	8	6	12	5	13
Pocillopora_acuta_HIv2___TS.g13404.t1	4	7	4	5	7	8	11	13	11	6	8	8	19	6	20
Pocillopora_acuta_HIv2___TS.g13409.t1	26	37	39	37	58	46	35	30	38	49	55	62	55	52	82
Pocillopora_acuta_HIv2___TS.g13410.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13413.t1	265	186	246	121	45	43	286	133	267	244	304	360	653	297	487
Pocillopora_acuta_HIv2___TS.g13419.t1	13	8	11	5	11	11	10	9	17	11	8	10	29	11	16
Pocillopora_acuta_HIv2___TS.g13420.t1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13427.t2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13433.t2a	5	3	1	3	4	4	22	24	23	10	9	13	10	6	11
Pocillopora_acuta_HIv2___TS.g13433.t2b	3	2	2	6	6	4	3	2	3	2	1	4	12	8	13
Pocillopora_acuta_HIv2___TS.g13441.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13445.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13446.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13451.t1	3	4	3	1	1	1	0	1	0	2	1	3	3	3	2
Pocillopora_acuta_HIv2___TS.g13454.t1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
Pocillopora_acuta_HIv2___TS.g13460.t1	32	20	19	57	66	78	47	40	53	42	71	66	57	33	42
Pocillopora_acuta_HIv2___TS.g13461.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13465.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13467.t1	378	362	272	45	56	61	380	214	368	94	99	117	55	44	56
Pocillopora_acuta_HIv2___TS.g1347.t1	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1
Pocillopora_acuta_HIv2___TS.g13471.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13475.t1	7	2	9	20	15	23	15	12	16	5	5	5	47	35	44
Pocillopora_acuta_HIv2___TS.g13477.t1	0	0	0	0	0	0	3	0	1	1	0	1	7	2	6
Pocillopora_acuta_HIv2___TS.g13480.t1	0	0	0	1	0	0	5	1	3	2	1	3	0	0	0
Pocillopora_acuta_HIv2___TS.g13484.t1	8	18	13	44	58	36	49	43	37	20	15	24	92	61	111
Pocillopora_acuta_HIv2___TS.g13490.t1	36	15	21	1	9	9	15	11	14	5	2	6	28	18	20
Pocillopora_acuta_HIv2___TS.g13492.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13493.t1	3	2	0	2	1	1	3	5	2	6	10	14	2	1	3
Pocillopora_acuta_HIv2___TS.g13497.t1a	25	34	27	26	47	41	32	31	38	11	16	14	87	52	90
Pocillopora_acuta_HIv2___TS.g13497.t1b	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g13497.t1c	461	336	326	447	507	513	420	322	377	348	347	332	1329	778	1149
Pocillopora_acuta_HIv2___TS.g1350.t1	310	219	166	1940	2424	1624	182	202	237	122	72	77	2178	1361	1994
Pocillopora_acuta_HIv2___TS.g13500.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13504.t1	5	8	5	9	15	13	1	1	2	2	1	1	11	6	9
Pocillopora_acuta_HIv2___TS.g13505.t1	11	6	10	28	47	33	2	2	1	0	1	1	27	12	46
Pocillopora_acuta_HIv2___TS.g13507.t1	30	19	17	11	5	7	27	36	40	8	25	15	39	20	19
Pocillopora_acuta_HIv2___TS.g13508.t1	116	93	143	173	173	145	70	63	76	92	104	123	426	327	417
Pocillopora_acuta_HIv2___TS.g13509.t1	4	3	0	1	0	2	1	0	2	0	1	1	5	1	3
Pocillopora_acuta_HIv2___TS.g13511.t1	84	27	53	154	221	120	51	52	59	31	33	24	178	130	181
Pocillopora_acuta_HIv2___TS.g13512.t1	4	0	0	5	6	5	2	0	2	2	0	1	4	4	6
Pocillopora_acuta_HIv2___TS.g13518.t2a	30	25	25	4	6	14	35	18	20	13	21	20	47	17	23
Pocillopora_acuta_HIv2___TS.g13518.t2b	0	1	1	3	2	0	1	0	1	0	0	0	1	2	5
Pocillopora_acuta_HIv2___TS.g13518.t2c	202	161	142	144	255	251	117	86	150	82	89	117	415	210	336
Pocillopora_acuta_HIv2___TS.g13522.t1a	41	27	34	17	26	24	25	30	36	22	32	31	62	39	48
Pocillopora_acuta_HIv2___TS.g13522.t1b	3	1	1	17	31	17	2	3	4	3	2	2	34	22	28
Pocillopora_acuta_HIv2___TS.g13525.t1	149	123	127	281	356	430	209	183	263	106	151	144	778	449	570
Pocillopora_acuta_HIv2___TS.g13532.t1	18	14	13	41	49	51	6	11	13	6	9	9	44	26	35
Pocillopora_acuta_HIv2___TS.g13536.t1	5	5	1	9	26	6	8	4	4	8	13	10	33	19	32
Pocillopora_acuta_HIv2___TS.g13539.t1	64	59	54	58	118	60	81	66	86	41	24	29	121	108	141
Pocillopora_acuta_HIv2___TS.g13540.t1	1	0	2	9	17	20	2	3	5	0	1	0	12	9	16
Pocillopora_acuta_HIv2___TS.g13542.t1	3	0	1	3	1	0	0	0	0	1	2	2	6	2	3
Pocillopora_acuta_HIv2___TS.g13544.t1	45	35	26	58	94	61	23	23	19	30	32	28	118	87	131
Pocillopora_acuta_HIv2___TS.g13546.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13550.t1	0	0	0	0	0	0	1	0	0	6	4	4	0	0	0
Pocillopora_acuta_HIv2___TS.g13554.t1	6	11	10	4	6	5	11	10	11	6	9	4	24	8	20
Pocillopora_acuta_HIv2___TS.g1357.t1	179	141	161	179	275	184	147	131	254	128	126	158	354	227	264
Pocillopora_acuta_HIv2___TS.g13571.t1	15	14	13	1	4	3	2	7	2	2	1	3	1	0	0
Pocillopora_acuta_HIv2___TS.g13576.t1	0	0	0	0	2	2	0	0	0	0	4	1	4	1	0
Pocillopora_acuta_HIv2___TS.g13579.t1	39	31	34	29	50	37	17	8	11	11	10	8	121	80	100
Pocillopora_acuta_HIv2___TS.g1359.t1	1024	706	594	5503	5886	4701	462	501	828	340	255	292	6376	4093	5889
Pocillopora_acuta_HIv2___TS.g13592.t1a	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13592.t1b	2	2	2	0	0	0	0	0	0	9	6	16	1	1	1
Pocillopora_acuta_HIv2___TS.g13592.t1c	0	0	0	0	0	0	0	0	0	2	1	3	5	1	1
Pocillopora_acuta_HIv2___TS.g13593.t1	0	0	0	0	0	1	2	1	3	0	0	2	0	0	0
Pocillopora_acuta_HIv2___TS.g13613.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1362.t1	23	18	12	4	7	4	22	9	16	8	11	20	10	13	13
Pocillopora_acuta_HIv2___TS.g13626.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___TS.g13628.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13643.t1	2	7	0	4	2	2	1	5	4	3	5	5	3	1	3
Pocillopora_acuta_HIv2___TS.g13649.t1a	34	29	26	20	26	38	41	24	39	33	26	44	88	29	42
Pocillopora_acuta_HIv2___TS.g13649.t1b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___TS.g13653.t1a	180	112	108	127	160	182	82	67	94	97	96	104	256	153	178
Pocillopora_acuta_HIv2___TS.g13653.t1b	31	20	22	41	63	70	35	32	57	27	30	33	174	76	112
Pocillopora_acuta_HIv2___TS.g13656.t2	55	49	52	51	76	46	33	37	28	34	23	25	145	85	115
Pocillopora_acuta_HIv2___TS.g13665.t1	109	110	108	67	63	76	53	48	36	37	42	42	126	88	121
Pocillopora_acuta_HIv2___TS.g13674.t1	8	7	11	18	24	23	14	8	7	5	11	8	29	20	21
Pocillopora_acuta_HIv2___TS.g13689.t1	0	1	2	0	2	2	1	1	0	2	2	1	0	0	0
Pocillopora_acuta_HIv2___TS.g13700.t1	7	2	6	6	10	7	4	8	11	13	10	8	17	10	17
Pocillopora_acuta_HIv2___TS.g13708.t1	163	131	152	193	243	204	233	167	243	266	313	364	206	144	227
Pocillopora_acuta_HIv2___TS.g13717.t1	28	15	22	24	35	29	16	5	11	16	13	10	75	49	51
Pocillopora_acuta_HIv2___TS.g13722.t1	2	7	6	3	7	3	9	3	3	6	5	3	17	8	8
Pocillopora_acuta_HIv2___TS.g13732.t1	1	1	1	2	0	0	20	8	6	2	2	4	11	7	15
Pocillopora_acuta_HIv2___TS.g13758.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13759.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1376.t2	32	22	33	17	28	16	26	42	47	35	26	34	38	32	34
Pocillopora_acuta_HIv2___TS.g13764.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g13767.t1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___TS.g13768.t1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13774.t3	24	22	23	22	34	27	22	18	21	38	24	21	44	20	57
Pocillopora_acuta_HIv2___TS.g13782.t2	21	23	29	3	6	4	26	10	14	11	12	10	26	12	22
Pocillopora_acuta_HIv2___TS.g13783.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13789.t1	1	3	7	1	5	3	5	6	4	3	0	6	13	7	13
Pocillopora_acuta_HIv2___TS.g13791.t2	9	4	1	8	6	5	8	5	6	4	6	7	12	1	12
Pocillopora_acuta_HIv2___TS.g13806.t1a	0	0	2	1	1	0	0	0	0	0	0	1	3	0	0
Pocillopora_acuta_HIv2___TS.g13806.t1b	8	10	6	6	17	9	6	10	13	11	10	16	30	12	21
Pocillopora_acuta_HIv2___TS.g13809.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13810.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13817.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13820.t1	3	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13825.t1	56	50	46	52	86	74	48	59	31	56	39	38	116	78	99
Pocillopora_acuta_HIv2___TS.g13827.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Pocillopora_acuta_HIv2___TS.g13835.t1	0	0	1	3	3	0	0	0	1	0	0	0	4	4	1
Pocillopora_acuta_HIv2___TS.g13840.t1	1	2	0	3	2	1	0	1	3	0	0	0	10	2	6
Pocillopora_acuta_HIv2___TS.g13841.t1	4	4	1	9	1	2	1	1	0	0	0	1	15	6	8
Pocillopora_acuta_HIv2___TS.g13850.t1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1
Pocillopora_acuta_HIv2___TS.g13852.t1	28	25	21	32	30	45	19	23	17	13	10	12	53	47	50
Pocillopora_acuta_HIv2___TS.g13864.t1	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0
Pocillopora_acuta_HIv2___TS.g13868.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13870.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g13877.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13882.t1a	23	15	15	8	5	7	2	0	0	0	0	0	2	1	0
Pocillopora_acuta_HIv2___TS.g13882.t1b	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13882.t1c	218	148	141	172	205	132	114	118	113	148	220	250	416	316	448
Pocillopora_acuta_HIv2___TS.g13891.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13894.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13897.t1	0	1	1	1	0	0	0	0	1	1	4	1	0	0	0
Pocillopora_acuta_HIv2___TS.g13899.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13904.t1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g13907.t1	9	0	9	6	8	5	13	7	16	3	4	3	16	12	3
Pocillopora_acuta_HIv2___TS.g13910.t2	2	3	0	1	2	4	3	4	2	0	2	3	2	1	2
Pocillopora_acuta_HIv2___TS.g13917.t1	10	5	9	3	3	2	18	10	9	3	3	7	4	4	5
Pocillopora_acuta_HIv2___TS.g13920.t1	3	2	3	0	1	1	4	5	6	2	2	2	1	1	0
Pocillopora_acuta_HIv2___TS.g13923.t1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3
Pocillopora_acuta_HIv2___TS.g13928.t2	5	4	8	0	2	1	0	1	2	3	0	2	4	2	2
Pocillopora_acuta_HIv2___TS.g13929.t1a	0	0	0	1	0	0	0	1	0	1	0	1	2	0	1
Pocillopora_acuta_HIv2___TS.g13929.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___TS.g13944.t1	52	25	15	69	95	41	17	22	36	27	22	18	88	54	85
Pocillopora_acuta_HIv2___TS.g13947.t1	73	57	51	73	68	46	38	35	40	51	73	58	90	54	79
Pocillopora_acuta_HIv2___TS.g13957.t1	5	6	3	3	6	5	7	5	8	4	3	2	17	8	13
Pocillopora_acuta_HIv2___TS.g13959.t2	22	21	21	16	27	12	18	14	18	10	14	16	43	29	28
Pocillopora_acuta_HIv2___TS.g13961.t1	22	17	18	15	22	25	10	8	11	9	12	8	36	26	33
Pocillopora_acuta_HIv2___TS.g13969.t1	7	4	9	12	10	4	7	7	8	4	6	5	7	9	7
Pocillopora_acuta_HIv2___TS.g13970.t2	11	7	6	6	6	12	6	8	8	3	5	6	15	11	12
Pocillopora_acuta_HIv2___TS.g13973.t1	45	24	35	40	56	42	32	40	47	19	17	17	83	38	76
Pocillopora_acuta_HIv2___TS.g13979.t1	158	93	115	232	317	318	102	95	124	74	64	95	493	258	404
Pocillopora_acuta_HIv2___TS.g13983.t1	4	1	5	2	8	10	3	0	0	2	1	1	14	4	12
Pocillopora_acuta_HIv2___TS.g13986.t1	74	22	5	113	163	80	22	40	43	13	20	19	154	92	132
Pocillopora_acuta_HIv2___TS.g13997.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14006.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14023.t3	5	3	3	2	7	5	12	2	11	1	2	3	11	7	13
Pocillopora_acuta_HIv2___TS.g14028.t1	0	3	0	1	1	2	1	1	3	2	0	1	1	2	2
Pocillopora_acuta_HIv2___TS.g14033.t2a	8	7	11	13	6	5	14	18	18	20	14	17	10	6	7
Pocillopora_acuta_HIv2___TS.g14033.t2b	93	47	46	42	60	43	73	48	57	86	86	78	78	67	85
Pocillopora_acuta_HIv2___TS.g14033.t2c	9	4	2	2	1	4	7	11	8	8	5	9	6	7	7
Pocillopora_acuta_HIv2___TS.g14034.t1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Pocillopora_acuta_HIv2___TS.g14046.t1	3	0	2	5	8	5	4	2	3	1	0	1	11	5	12
Pocillopora_acuta_HIv2___TS.g1405.t1	7	9	15	10	12	27	8	12	9	8	8	9	24	14	18
Pocillopora_acuta_HIv2___TS.g14050.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14052.t1	15	7	5	1	3	1	16	10	12	0	2	0	12	6	7
Pocillopora_acuta_HIv2___TS.g14057.t1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1406.t3	19	19	19	22	35	37	22	13	18	8	16	9	63	48	69
Pocillopora_acuta_HIv2___TS.g14074.t1	1	1	1	4	2	3	3	2	3	2	2	2	3	2	4
Pocillopora_acuta_HIv2___TS.g14075.t1	14	9	11	5	8	6	15	11	11	11	12	10	12	5	12
Pocillopora_acuta_HIv2___TS.g14076.t1	4	3	9	10	20	27	17	7	13	6	7	17	33	21	25
Pocillopora_acuta_HIv2___TS.g14077.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14086.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1409.t2	86	81	67	83	116	101	82	65	75	72	55	81	168	85	145
Pocillopora_acuta_HIv2___TS.g14095.t1	9	7	7	7	11	13	6	4	5	2	6	7	24	12	15
Pocillopora_acuta_HIv2___TS.g14099.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14100.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14106.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14109.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14118.t1	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14120.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g14129.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___TS.g14132.t1a	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g14132.t1b	0	0	1	2	1	2	0	0	2	0	1	0	8	6	10
Pocillopora_acuta_HIv2___TS.g14133.t1	2	0	0	1	4	2	2	0	0	3	0	3	6	5	3
Pocillopora_acuta_HIv2___TS.g14140.t2	3	5	4	10	27	12	15	17	15	7	3	8	60	36	37
Pocillopora_acuta_HIv2___TS.g14143.t1	1	0	4	0	0	0	1	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14144.t1	205	168	140	117	207	184	214	204	192	140	169	167	466	224	317
Pocillopora_acuta_HIv2___TS.g14147.t2	88	62	46	67	119	88	62	48	71	53	50	67	265	154	210
Pocillopora_acuta_HIv2___TS.g1415.t2	12	3	8	2	3	4	3	4	4	2	2	2	3	7	8
Pocillopora_acuta_HIv2___TS.g14157.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1416.t2	25	15	23	24	30	31	19	13	26	17	19	19	53	27	56
Pocillopora_acuta_HIv2___TS.g14161.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14162.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14164.t1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g14178.t1	1	0	1	0	0	0	0	0	0	0	0	0	8	2	4
Pocillopora_acuta_HIv2___TS.g14179.t1	15	11	6	0	0	0	0	0	0	0	0	0	51	32	45
Pocillopora_acuta_HIv2___TS.g14187.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14189.t1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2
Pocillopora_acuta_HIv2___TS.g14195.t1	0	1	0	0	0	0	0	0	0	15	17	17	2	1	0
Pocillopora_acuta_HIv2___TS.g14199.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1420.t1a	12	9	6	4	9	2	9	8	16	5	6	6	16	9	16
Pocillopora_acuta_HIv2___TS.g1420.t1b	14	13	5	18	43	16	14	7	9	3	5	5	51	26	36
Pocillopora_acuta_HIv2___TS.g1420.t1c	33	45	29	14	28	22	23	16	25	30	26	28	105	52	87
Pocillopora_acuta_HIv2___TS.g14209.t1	12	17	9	6	4	5	0	0	0	7	8	14	2	1	0
Pocillopora_acuta_HIv2___TS.g14213.t1	10	7	7	6	7	8	12	4	7	8	7	11	30	10	17
Pocillopora_acuta_HIv2___TS.g14214.t1	22	25	11	11	9	14	20	8	15	8	7	8	33	22	21
Pocillopora_acuta_HIv2___TS.g14215.t2	107	101	78	23	44	50	93	74	69	47	58	76	62	33	49
Pocillopora_acuta_HIv2___TS.g14216.t1	12	16	5	20	32	36	2	3	2	5	9	9	53	39	33
Pocillopora_acuta_HIv2___TS.g14217.t2	12	3	8	6	25	14	22	20	23	12	19	8	31	18	14
Pocillopora_acuta_HIv2___TS.g14225.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14226.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14227.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14228.t3	30	15	7	30	32	25	27	29	42	10	27	13	134	39	51
Pocillopora_acuta_HIv2___TS.g14229.t1	5	4	2	2	2	3	0	0	1	0	0	1	6	3	2
Pocillopora_acuta_HIv2___TS.g14230.t1	5	8	3	5	9	6	23	14	20	8	15	12	36	19	20
Pocillopora_acuta_HIv2___TS.g14234.t1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14238.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14239.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14240.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14243.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14244.t1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14245.t1	48	27	21	10	12	11	58	51	108	37	28	41	45	15	27
Pocillopora_acuta_HIv2___TS.g14246.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14251.t1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1
Pocillopora_acuta_HIv2___TS.g14255.t1	17	12	24	20	29	26	17	22	31	17	24	29	54	31	37
Pocillopora_acuta_HIv2___TS.g14259.t1	10	5	11	1	2	1	17	20	14	8	11	6	4	6	3
Pocillopora_acuta_HIv2___TS.g14265.t2	55	36	49	100	155	139	172	112	150	85	103	96	259	171	254
Pocillopora_acuta_HIv2___TS.g14272.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14273.t1	3	1	3	0	0	0	2	0	2	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14275.t1a	2	1	2	2	3	6	2	1	2	0	0	4	3	2	4
Pocillopora_acuta_HIv2___TS.g14275.t1b	6	4	6	2	6	3	7	4	3	2	5	4	10	4	10
Pocillopora_acuta_HIv2___TS.g14284.t1	0	1	0	0	0	0	0	0	0	1	0	2	1	0	2
Pocillopora_acuta_HIv2___TS.g1429.t1	65	38	38	20	39	35	38	54	57	38	49	65	68	40	48
Pocillopora_acuta_HIv2___TS.g14294.t1	92	56	52	23	32	27	76	50	77	24	24	22	73	37	52
Pocillopora_acuta_HIv2___TS.g1430.t1	1	1	2	0	3	0	0	2	0	0	0	0	3	1	0
Pocillopora_acuta_HIv2___TS.g14300.t2	10	7	8	5	5	8	9	5	13	7	10	16	17	5	13
Pocillopora_acuta_HIv2___TS.g14311.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g14315.t1a	8	5	3	2	6	1	5	4	1	0	1	4	4	1	5
Pocillopora_acuta_HIv2___TS.g14315.t1b	113	77	75	110	211	186	73	73	94	60	53	60	367	155	303
Pocillopora_acuta_HIv2___TS.g14319.t1	46	27	41	16	39	41	32	26	44	32	31	35	41	23	37
Pocillopora_acuta_HIv2___TS.g14320.t1	55	47	42	85	120	113	61	45	47	38	38	31	167	93	157
Pocillopora_acuta_HIv2___TS.g14329.t2	32	26	19	8	18	9	28	16	21	13	17	11	19	19	19
Pocillopora_acuta_HIv2___TS.g14331.t2	3	1	4	7	9	9	13	18	22	8	8	7	25	16	15
Pocillopora_acuta_HIv2___TS.g14336.t1	6	0	1	1	0	1	0	3	1	4	2	1	1	2	2
Pocillopora_acuta_HIv2___TS.g1434.t1	0	1	4	1	1	0	1	0	0	1	0	1	2	2	2
Pocillopora_acuta_HIv2___TS.g14356.t2	98	69	59	62	95	73	102	101	108	68	64	69	132	114	146
Pocillopora_acuta_HIv2___TS.g14359.t1	1	0	1	3	1	4	6	2	2	1	1	0	16	9	20
Pocillopora_acuta_HIv2___TS.g14363.t1	186	148	124	162	305	191	121	96	109	167	139	134	299	224	313
Pocillopora_acuta_HIv2___TS.g14365.t1	1	3	3	0	1	2	8	6	5	4	4	9	9	11	6
Pocillopora_acuta_HIv2___TS.g14368.t1	37	22	25	9	22	10	15	11	28	72	57	58	36	18	57
Pocillopora_acuta_HIv2___TS.g14372.t1a	74	50	55	162	223	221	64	71	92	62	53	59	488	201	367
Pocillopora_acuta_HIv2___TS.g14372.t1b	3	0	1	18	19	20	1	0	2	0	0	0	47	20	34
Pocillopora_acuta_HIv2___TS.g14374.t1	0	0	0	0	1	0	3	2	1	4	3	3	1	2	2
Pocillopora_acuta_HIv2___TS.g14378.t2	16	24	14	13	18	18	4	3	8	4	6	4	16	8	18
Pocillopora_acuta_HIv2___TS.g14383.t1	40	30	32	8	20	15	33	21	29	31	27	30	37	18	30
